gvkey,calyear,fyear,aaer,e,car
141459,2005,2005,0,0.032919094,-0.151377483
141460,2005,2005,0,0.084394604,-0.166454924
141462,2005,2005,0,-0.006798194,-0.137420187
141469,2005,2005,0,0.002935584,-0.160722861
141720,2005,2005,0,0.005896529,0.049655597
141846,2005,2005,0,-0.081180617,-0.018544786
141847,2005,2005,0,0.000317307,0.19848657
141913,2005,2004,0,0.017785829,0.326536602
141957,2005,2004,0,0.027213674,-0.016375252
141982,2005,2005,0,-0.12432427,0.222198651
142230,2005,2005,0,0.01284756,0.05465066
142260,2005,2005,0,0.025676988,-0.003318754
142339,2005,2005,0,0.007508759,-0.003969448
142382,2005,2005,0,-0.002312561,0.062421437
142459,2005,2005,0,0.002467171,-0.098666041
142460,2005,2005,0,0.018283237,0.178128962
142546,2005,2005,0,0.005274196,-0.237580941
142748,2005,2005,0,0.093660317,-0.021791016
142811,2005,2005,0,0.012931224,0.060765478
142812,2005,2005,0,0.048811954,0.11298088
142814,2005,2005,0,0.033745728,-0.006764181
142945,2005,2005,0,0.011408692,0.232467971
142953,2005,2005,0,0.000981973,-0.11465635
142956,2005,2005,0,-0.063181266,-0.034143249
143357,2005,2005,0,0.015036581,0.099850504
143421,2005,2005,0,0.00385471,-0.219062737
143605,2005,2005,0,-0.01279274,0.063513695
143640,2005,2005,0,-0.019511726,0.007202246
143668,2005,2004,0,0.00628489,0.47753953
143912,2005,2005,0,-0.029909631,-0.143444889
143974,2005,2005,0,0.018162116,0.139741677
144066,2005,2005,0,0.014072452,-0.016748739
144119,2005,2005,0,0.010109566,-0.059584689
144135,2005,2004,0,0.014099994,-0.071156361
144375,2005,2005,0,-0.011693143,-0.169005999
144396,2005,2005,0,0.00747462,-0.010912704
144435,2005,2005,0,-0.000798624,-0.040668979
144436,2005,2005,0,0.018220466,0.096524221
144437,2005,2005,0,0.009072069,-0.043754876
144519,2005,2005,0,0.008252518,0.128726865
144520,2005,2005,0,0.007626142,-0.058503767
144559,2005,2005,0,0.011513514,0.031692178
144640,2005,2005,0,0.008445619,-0.053098052
144989,2005,2005,0,0.003485626,-0.131773441
145041,2005,2005,0,-0.062718384,-0.050750068
145042,2005,2004,0,0.006976741,0.275894869
145043,2005,2005,0,0.018613936,-0.063580658
145049,2005,2004,0,0.003385725,0.138624047
145080,2005,2005,0,-0.05985767,-0.189026284
145160,2005,2005,0,-0.073782004,-0.168981039
145186,2005,2005,0,0.041842006,-0.083820679
145228,2005,2005,0,0.044163734,-0.043583948
145308,2005,2005,0,-0.095696345,-0.006377613
145512,2005,2005,0,-0.000109465,-0.017946405
145729,2005,2005,0,0.022356026,-0.036178717
145809,2005,2005,0,0.048470829,0.040736393
145817,2005,2005,0,-0.1233235,-0.171345225
145854,2005,2005,0,0.003096395,0.200819936
145911,2005,2005,0,0.00377342,-0.159455898
145977,2005,2005,0,0.01099613,-0.033125161
146017,2005,2005,0,0.001479889,-0.064182856
146156,2005,2005,0,-0.000440913,0.06641464
146171,2005,2005,0,0.007684091,0.129422985
146500,2005,2005,0,0.046900999,0.038757776
146617,2005,2005,0,0.01958481,0.090389676
146648,2005,2005,0,0.052212425,0.095447906
146735,2005,2005,0,0.013133742,-0.04615042
147175,2005,2005,0,-0.11336344,-0.00743802
147208,2005,2005,0,-0.004447497,-0.002607424
147242,2005,2004,1,0.002668817,-0.166218023
147262,2005,2005,0,-0.008090981,0.007696161
147305,2005,2005,0,-0.002752666,-0.190434931
147307,2005,2005,0,0.045455158,0.093732898
147398,2005,2005,0,0.003573032,0.086990269
147449,2005,2005,0,0.039252527,0.130819253
147452,2005,2005,0,0.001589069,-0.275062948
147639,2005,2005,0,0.01723445,-0.099324155
147644,2005,2005,0,0.024909317,0.21065816
147657,2005,2005,0,-0.005394306,-0.078507926
147658,2005,2005,0,0.001991604,-0.089488477
147660,2005,2005,0,0.011652038,0.047112675
147661,2005,2004,0,0.043084279,-0.026814873
147811,2005,2005,0,0.009254516,0.013038956
147849,2005,2005,0,0.066267297,0.306349693
147868,2005,2005,0,-0.10616975,-0.110469252
148249,2005,2005,0,-0.02463354,0.119277107
148313,2005,2005,0,0.061437942,-0.021842657
148390,2005,2005,0,0.009524962,0.516902644
148391,2005,2004,0,0.006569383,-0.460929199
148410,2005,2005,0,0.016145157,0.091488031
148470,2005,2005,0,0.008391144,-0.114042258
148650,2005,2005,0,0.00678408,0.039998492
148652,2005,2005,0,0.00152286,-0.254651877
148770,2005,2005,0,-0.049883544,0.039156724
148870,2005,2005,0,0.003338742,-0.049459566
148930,2005,2005,0,0.001947103,-0.021874998
148950,2005,2005,0,0.006018852,0.030137301
149010,2005,2005,0,-0.030374696,-0.130631573
149268,2005,2005,0,-0.058845647,-0.073371143
149318,2005,2005,0,-0.0051273,-0.050761792
149477,2005,2004,0,-0.035378676,-0.258083977
149721,2005,2005,0,-0.026583433,-0.314903874
150139,2005,2004,0,0.016845485,0.129821673
150201,2005,2005,0,-0.005102204,-0.0111399
150258,2005,2005,0,0.023553895,0.069309022
150278,2005,2005,1,0.026745338,-0.006446626
150284,2005,2005,0,-0.04322394,-0.217657952
150477,2005,2005,0,0.00862156,0.03562689
150481,2005,2005,0,0.030641563,0.500375122
150699,2005,2005,0,0.006225584,0.001508663
150761,2005,2005,0,0.091373183,-0.08477044
150838,2005,2005,0,-0.006101804,-0.00479849
150937,2005,2005,0,0.048571877,0.066630069
151016,2005,2005,0,0.023047142,0.03296804
151630,2005,2005,0,-0.12808859,-0.016076166
151632,2005,2005,0,-0.011141235,-0.1062957
151832,2005,2005,0,0.00213257,0.089006702
151928,2005,2005,0,0.063514121,0.065705316
151933,2005,2005,0,0.059023093,0.277358041
152248,2005,2005,0,0.024614228,-0.093198668
153128,2005,2005,1,0.031962607,0.176922737
153728,2005,2005,0,0.006082992,-0.16977343
154039,2005,2005,0,0.004211998,0.026918321
154254,2005,2005,0,0.014733651,-0.161187087
154434,2005,2005,0,0.043479294,-0.075302668
154756,2005,2004,0,-0.022727299,-0.050232166
154758,2005,2005,0,-0.001626846,-0.168386172
155133,2005,2005,0,-0.011573446,-0.013141458
155393,2005,2005,0,-0.011340381,-0.028476163
155394,2005,2005,0,0.013213489,-0.010588469
155614,2005,2005,0,-0.03301638,0.079338407
155615,2005,2005,0,0.016183078,0.152302669
155735,2005,2005,0,0.016276335,-0.141677839
155737,2005,2005,0,0.003906261,-0.086178149
155795,2005,2005,0,0.016848166,-0.219193157
155933,2005,2005,0,0.000833992,-0.028822535
156125,2005,2005,0,0.038947977,-0.25568489
156133,2005,2005,0,0.039422002,0.086693905
156153,2005,2005,0,0.01448516,-0.135216048
156155,2005,2005,0,0.004437923,-0.058071454
156293,2005,2005,0,0.086975098,-0.031966785
156415,2005,2005,0,0.023636604,-0.109559379
156578,2005,2005,0,0.021065606,0.001183286
156599,2005,2004,0,0.029855803,-0.226489287
156613,2005,2005,0,0.061470319,-0.175862068
156614,2005,2004,0,0.005513167,-0.018736788
156633,2005,2005,0,0.041876197,0.10347337
156857,2005,2005,0,0.057897206,0.067399487
156860,2005,2005,0,0.043892927,0.021253063
156861,2005,2005,0,0.008216036,-0.170612601
156933,2005,2005,0,0.011177369,0.10073937
157020,2005,2005,0,-0.028136749,-0.484951419
157074,2005,2005,0,-0.052250087,0.083768215
157153,2005,2005,0,-0.062483508,0.099670033
157218,2005,2005,0,-0.001255449,-0.103165108
157355,2005,2005,0,0.003811809,-0.073589968
157415,2005,2005,0,0.063565508,0.202190335
157494,2005,2005,0,-0.11379609,-0.269049603
157634,2005,2005,0,0.018392235,-0.230217558
157635,2005,2005,0,0.013008941,0.027622775
157755,2005,2005,0,-0.001257905,-0.017040018
157758,2005,2005,0,-0.013945183,0.074527831
157862,2005,2005,0,-0.020877572,-0.488280789
157865,2005,2005,0,0.055272426,-0.07419882
157959,2005,2005,0,0.075542681,-0.365678967
158734,2005,2005,0,0.093203396,0.006542113
158736,2005,2005,0,-0.0057512,0.004272514
158737,2005,2005,0,-0.026453612,-0.010787467
158740,2005,2005,0,0.037565526,0.266000719
158741,2005,2005,0,-0.002416444,-0.113105452
158746,2005,2005,0,-0.026148574,0.247698437
160183,2005,2005,0,0.008915237,0.137915542
160203,2005,2005,0,0.008418824,-0.097091324
160206,2005,2005,0,-0.000975233,-0.426900163
160211,2005,2005,0,-0.016626475,0.184086243
160216,2005,2005,0,0.026544118,0.30973045
160254,2005,2005,0,-0.016596194,-0.254142299
160255,2005,2005,0,0.035541005,-0.031773148
160260,2005,2005,0,0.008297468,-0.09326395
160272,2005,2005,0,-0.081355132,-0.155399972
160329,2005,2005,0,0.039723795,0.136145992
160336,2005,2005,0,0.006617443,0.214920143
160338,2005,2005,0,0.010636365,0.02101437
160340,2005,2005,0,-0.013490712,-0.209679
160343,2005,2005,0,0.005561777,0.011027813
160364,2005,2005,0,0.000374809,-0.09565497
160376,2005,2005,0,0.001660885,0.014454469
160414,2005,2005,0,0.02698103,0.106865376
160415,2005,2005,0,0.058659267,-0.192312234
160488,2005,2005,0,0.053087637,-0.000602827
160498,2005,2005,0,0.027794423,-0.153987141
160505,2005,2005,0,0.000191621,0.065067214
160570,2005,2005,0,0.038104992,-0.097573178
160597,2005,2005,0,0.00079426,0.389812147
160598,2005,2005,0,0.031441852,0.160413933
160600,2005,2005,1,0.010667265,-0.045077913
160607,2005,2005,0,0.000695217,-0.09904223
160621,2005,2005,0,0.002899536,0.166258308
160629,2005,2005,0,0.040837586,-0.105257312
160670,2005,2005,0,0.02006414,0.005973766
160684,2005,2005,0,0.011242759,0.101784269
160785,2005,2005,0,0.019506434,0.145996223
160798,2005,2005,0,-0.00856842,-0.488280789
160855,2005,2005,0,-0.013136698,-0.364662174
160867,2005,2005,0,-0.018331118,-0.271535769
160887,2005,2005,0,-0.050175957,-0.286640866
160888,2005,2005,0,0.043847837,0.243475744
160912,2005,2005,0,0.002410591,-0.202151348
160932,2005,2005,0,-0.094504833,-0.280083383
160988,2005,2005,0,-0.00296866,-0.084487881
161012,2005,2005,0,0.054429024,-0.229612064
161037,2005,2005,0,0.008251385,-0.107588632
161055,2005,2005,0,0.024175107,-0.053470582
161056,2005,2005,0,0.007727702,-0.239618328
161064,2005,2005,0,0.025014114,0.016594227
161071,2005,2005,0,-0.015814709,-0.058930489
161072,2005,2005,0,0.015072901,-0.074711197
161073,2005,2005,0,0.05305662,0.195750553
161120,2005,2005,0,-0.011430817,-0.051611765
161797,2005,2005,0,-0.010326785,-0.014054921
161813,2005,2005,0,0.027808281,-0.206467426
161814,2005,2005,0,0.038919672,-0.228417303
161844,2005,2005,0,0.029731832,0.003190406
161877,2005,2005,0,-0.017636376,-0.469541319
161903,2005,2005,0,-0.002614317,-0.024714544
161926,2005,2005,0,-0.09183488,-0.12846534
161965,2005,2005,0,0.002649491,-0.075009021
161997,2005,2005,0,0.034171391,0.050517611
162106,2005,2005,0,0.031446088,0.060721377
162264,2005,2005,0,-0.046034139,-0.089189752
162408,2005,2005,0,-0.02310528,-0.203250436
162459,2005,2005,0,0.003543299,0.225046345
201300,2005,2005,0,0.026323201,-0.059983376
201395,2005,2005,0,0.01614538,0.102607499
204867,2005,2004,0,0.031457458,-0.051998272
205692,2005,2005,0,-0.01138541,-0.004967918
208057,2005,2005,0,-0.097364962,-0.037498169
211009,2005,2004,0,0.023958206,-0.037813565
222111,2005,2005,0,0.006662309,0.171830315
222519,2005,2005,0,0.024530174,-0.05374657
230796,2005,2005,0,-0.096334331,-0.136558561
249158,2005,2005,0,-0.026479531,0.074433041
260893,2005,2005,0,0.023606518,0.200127657
264270,2005,2005,0,0.061987363,-0.062230622
264385,2005,2005,0,-0.016480858,0.006498661
264386,2005,2005,0,0.043299612,0.026239171
264387,2005,2004,0,0.027104124,0.124313492
264388,2005,2005,0,-0.010550584,-0.046710185
264390,2005,2005,0,0.004403823,-0.185057392
264391,2005,2005,0,0.00270248,-0.067049687
264414,2005,2005,0,0.032339443,-0.066862937
264416,2005,2005,0,0.000200345,-0.002697466
264506,2005,2005,0,-0.004625714,-0.201772973
264509,2005,2005,0,-0.045440353,0.060510225
264668,2005,2005,0,0.082203045,0.161140605
264708,2005,2005,0,0.011008567,0.032328752
264709,2005,2005,0,-0.074840374,-0.488280789
265008,2005,2005,0,0.014286473,0.06661252
1004,2006,2005,0,0.006909761,0.122995303
1013,2006,2006,0,0.007417325,-0.273196952
1034,2006,2006,0,0.000106832,0.052453777
1056,2006,2006,0,0.005400793,0.277833845
1072,2006,2005,0,0.012286036,0.099135082
1078,2006,2006,0,0.007138766,0.027317158
1081,2006,2006,0,-0.01667445,-0.126043491
1094,2006,2006,0,0.01539678,0.026383629
1111,2006,2005,0,-0.011896917,0.286125447
1117,2006,2006,0,-0.049528111,-0.457869336
1161,2006,2006,0,-0.010760689,-0.389972504
1166,2006,2006,0,0.039242432,0.077533472
1186,2006,2006,0,0.000967428,0.067603686
1209,2006,2006,0,0.003787716,-0.002721142
1230,2006,2006,0,0.034446146,0.017873251
1239,2006,2006,0,0.005032084,-0.003868327
1240,2006,2005,0,-0.002956936,-0.013459617
1243,2006,2006,0,0.00676077,0.097722629
1246,2006,2006,0,0.005030676,0.060537967
1254,2006,2006,0,0.01955034,0.001270826
1300,2006,2006,0,0.006675953,-0.052674676
1308,2006,2006,0,0.073805846,0.53744639
1327,2006,2006,0,0.006565919,-0.211275934
1356,2006,2006,0,0.009733173,0.041069959
1393,2006,2005,0,0.089160681,0.114552035
1408,2006,2006,0,0.00426915,0.02016018
1410,2006,2006,0,0.008574071,0.113464685
1439,2006,2006,0,0.014826912,0.040648469
1468,2006,2005,0,0.020080438,0.019400203
1478,2006,2006,0,0.016396686,0.0281286
1567,2006,2006,0,0.007175043,0.070047121
1598,2006,2006,0,0.015373522,0.086807615
1602,2006,2006,0,0.012880179,-0.035915751
1632,2006,2006,0,-0.002305131,-0.136190449
1633,2006,2006,0,-0.025531715,0.017307841
1635,2006,2006,0,0.018326685,0.263723535
1651,2006,2006,0,-0.000773994,0.023307583
1655,2006,2005,0,-0.020456145,0.012916878
1659,2006,2006,0,0.044710249,-0.094769332
1661,2006,2006,0,0.011544919,0.012225757
1663,2006,2006,0,0.029896514,0.049390963
1677,2006,2006,0,0.003451341,0.039379159
1678,2006,2006,0,-0.003242563,-0.086039286
1686,2006,2005,0,0.017873717,-0.035287355
1690,2006,2006,0,0.036183603,0.136126728
1704,2006,2006,0,0.009471931,-0.061429258
1706,2006,2006,0,0.006829714,0.02912433
1722,2006,2006,0,0.020977102,0.252625731
1743,2006,2006,0,-0.012272646,-0.076523602
1773,2006,2006,0,0.006168805,0.081170796
1794,2006,2006,0,0.008289686,-0.078825428
1820,2006,2005,0,-0.007961631,0.135627623
1860,2006,2006,0,0.000866066,0.006955536
1864,2006,2005,0,0.014423556,-0.006938141
1878,2006,2005,0,0.035616957,-0.038141248
1884,2006,2006,0,0.010096797,-0.021289064
1891,2006,2006,0,-0.004036005,0.085085399
1913,2006,2006,0,0.009312275,-0.040175955
1919,2006,2006,0,0.005755209,-0.140328588
1920,2006,2006,0,-0.10269531,-0.046187293
1926,2006,2005,0,0.020920187,0.316004496
1968,2006,2006,0,0.001369309,-0.080572949
1974,2006,2006,0,-0.039704476,-0.043805231
1976,2006,2006,0,0.01069006,-0.147425027
1979,2006,2006,0,0.002326004,0.047221796
1981,2006,2006,0,0.00068509,0.016290484
1988,2006,2006,0,0.003141469,-0.080686722
2008,2006,2006,0,-0.000292634,0.066145671
2044,2006,2006,0,0.005149236,0.019656402
2049,2006,2006,0,0.011711638,0.093777781
2055,2006,2006,0,0.013401826,0.104551903
2080,2006,2006,0,-0.012857758,-0.088691702
2085,2006,2006,0,-0.017278699,-0.078865797
2086,2006,2006,0,0.015991863,0.147326637
2101,2006,2006,0,0.010493417,0.053052459
2111,2006,2006,0,0.009373727,0.07550837
2150,2006,2006,0,0.007112188,0.008914694
2154,2006,2006,0,0.005820647,-0.07697383
2184,2006,2005,0,0.013205214,-0.035532434
2222,2006,2006,0,0.089350559,-0.152078645
2230,2006,2005,0,-0.002273147,-0.107644039
2255,2006,2006,0,0.007846164,0.011111146
2269,2006,2005,0,-0.041814353,-0.028856375
2270,2006,2006,0,0.014809476,0.233147648
2271,2006,2006,0,0.056872558,-0.294055306
2282,2006,2005,0,0.01487942,0.080167716
2285,2006,2006,0,0.079345614,-0.071965315
2290,2006,2006,0,0.029156044,0.300865339
2299,2006,2006,0,0.044283096,-0.291434308
2312,2006,2006,0,0.009470819,-0.054134213
2337,2006,2006,0,-0.017366644,-0.078129237
2345,2006,2006,0,0.006913906,-0.021257731
2346,2006,2006,0,0.019540254,-0.027354003
2352,2006,2006,0,0.020557607,0.132094774
2393,2006,2006,0,-0.017074686,-0.194518378
2403,2006,2006,0,0.01502895,-0.061387924
2436,2006,2005,0,0.001121812,0.090419145
2444,2006,2006,0,0.002726382,0.043884233
2448,2006,2006,0,0.010847069,0.39175362
2490,2006,2006,0,0.003531039,-0.11190586
2497,2006,2006,0,-0.005981853,-0.129332861
2526,2006,2005,0,0.015692374,0.12343998
2536,2006,2005,0,0.015306801,0.043150525
2537,2006,2006,0,0.029965062,-0.09245116
2538,2006,2006,0,0.002957978,-0.333721209
2556,2006,2005,0,-0.022931149,-0.147673905
2574,2006,2006,0,0.008859458,0.082772761
2577,2006,2006,0,0.01330436,-0.046484806
2589,2006,2006,0,-0.031811479,-0.177120623
2593,2006,2006,0,-0.000414414,-0.005530562
2595,2006,2006,0,-0.004090467,0.071585003
2596,2006,2006,0,0.000528882,-0.119635844
2602,2006,2006,0,-0.13115342,-0.13144785
2615,2006,2005,0,0.013807288,-0.112597604
2663,2006,2006,0,0.02804856,0.064364625
2696,2006,2006,0,0.010314696,-0.022891475
2697,2006,2006,0,-0.027350239,0.043254154
2698,2006,2006,0,0.006726969,0.048030806
2751,2006,2006,0,-0.002759103,-0.007653933
2771,2006,2006,0,0.014548816,0.099741411
2787,2006,2006,0,0.031138077,0.24520291
2802,2006,2005,0,0.026259305,-0.031095224
2807,2006,2005,0,0.02431911,0.019518336
2817,2006,2006,0,0.003415701,-0.122945327
2818,2006,2005,0,0.022539597,0.009059762
2820,2006,2005,0,0.020859376,0.115818214
2845,2006,2005,0,0.009612742,-0.112531526
2888,2006,2006,0,0.046616852,0.017430294
2916,2006,2006,0,-0.026900932,-0.220571426
2938,2006,2005,0,0.013085878,0.158524868
2940,2006,2006,0,0.025349496,0.208566054
2942,2006,2006,0,-0.025113612,-0.06024674
2950,2006,2006,0,-0.025726713,-0.046013403
2953,2006,2006,0,-0.016504863,-0.02800093
2960,2006,2006,0,0.007669308,0.060556243
2982,2006,2006,0,0.008139807,-0.020579881
2991,2006,2006,0,0.006524717,-0.027896735
3007,2006,2006,0,0.007918584,0.068926833
3026,2006,2006,0,0.021584257,0.113833161
3028,2006,2006,0,0.000560129,-0.003574105
3041,2006,2006,0,0.031869225,-0.055893858
3054,2006,2005,0,0.009436866,0.174698695
3062,2006,2005,0,-0.000966512,-0.083313344
3087,2006,2005,0,0.015046161,0.117062246
3093,2006,2006,0,0.005369259,-0.071689573
3107,2006,2006,0,0.018517705,-0.086119418
3121,2006,2006,0,-0.068569623,-0.01141269
3144,2006,2006,0,0.012057413,0.055850746
3153,2006,2006,0,-0.003885917,0.197818166
3157,2006,2006,0,0.013633422,-0.056415133
3158,2006,2006,0,0.046502285,-0.085149093
3170,2006,2006,0,0.018407861,0.021641974
3246,2006,2006,0,0.032894656,0.105829713
3275,2006,2006,0,-0.01244444,-0.02563576
3297,2006,2006,0,-0.007828793,0.091726137
3336,2006,2005,0,0.00412445,-0.078891744
3342,2006,2006,0,0.01110341,-0.013114444
3358,2006,2006,0,0.035105135,-0.283679624
3362,2006,2005,1,0.015318188,0.020718637
3424,2006,2006,0,0.002489673,-0.061754276
3480,2006,2006,0,0.009154148,0.110690396
3497,2006,2006,0,0.009716833,0.095210059
3502,2006,2006,0,0.014323882,0.256745736
3504,2006,2006,0,-0.014240474,-0.129126976
3505,2006,2006,0,0.003444761,-0.046906949
3532,2006,2006,0,0.026460102,-0.200899176
3556,2006,2006,0,-0.006914122,0.069912947
3570,2006,2006,0,0.039504156,-0.002269102
3580,2006,2006,0,0.015780341,-0.018257033
3607,2006,2006,0,-0.01748769,-0.135558744
3619,2006,2006,0,0.058651485,-0.006952475
3639,2006,2006,0,0.009597142,-0.226390451
3647,2006,2005,0,0.02631342,0.154698994
3650,2006,2006,0,0.003594755,-0.013870047
3662,2006,2006,0,-0.000436685,-0.045847435
3707,2006,2006,0,0.004573654,0.099623626
3735,2006,2006,0,0.004258888,-0.039731891
3786,2006,2006,0,2.43E-05,-0.025337233
3806,2006,2006,0,0.006331546,0.154276187
3807,2006,2006,0,0.01620898,-0.067811941
3813,2006,2005,0,0.007799297,0.038205817
3820,2006,2006,0,0.013561693,0.091323126
3824,2006,2005,0,0.033878025,0.057555084
3835,2006,2006,0,0.016082751,0.093480685
3863,2006,2006,0,-0.032707941,0.199111013
3905,2006,2006,0,0.001886796,0.362208827
3916,2006,2006,0,0.01294485,0.138789231
3918,2006,2005,0,0.008185376,-0.023575701
3946,2006,2006,1,0.005878928,0.171072622
3949,2006,2006,0,0.007159056,0.068653192
3964,2006,2005,0,0.015477079,0.093717262
3969,2006,2006,0,0.008395038,-0.122011904
3971,2006,2006,0,-0.04136179,-0.222565384
4001,2006,2006,0,-0.006558932,-0.012075214
4016,2006,2005,0,-0.002606785,-0.113527033
4034,2006,2006,0,0.010759763,0.127360037
4036,2006,2006,0,0.011655228,0.159643824
4040,2006,2006,0,0.005430805,0.01525824
4052,2006,2006,0,-0.021598136,-0.091110571
4058,2006,2006,0,0.003982819,-0.032330972
4060,2006,2006,0,0.005676031,-0.113339718
4062,2006,2006,0,0.00814161,-0.050132137
4066,2006,2006,0,0.006420583,0.052152738
4072,2006,2006,0,0.035618104,0.473996389
4077,2006,2005,0,0.061576393,0.101363607
4087,2006,2006,0,0.025097566,-0.045755728
4094,2006,2006,0,-0.03313319,-0.034990709
4108,2006,2006,0,-0.038414348,-0.045961154
4115,2006,2006,0,0.015098979,-0.001466213
4127,2006,2006,0,-0.002494697,-0.01743657
4128,2006,2006,0,-0.001099138,-0.093461482
4140,2006,2006,0,0.000266334,-0.307782992
4145,2006,2006,0,0.001124776,-0.060679776
4194,2006,2006,0,-0.069396667,-0.141298861
4199,2006,2006,0,0.01049786,0.02281898
4213,2006,2006,0,0.000835914,0.002489806
4251,2006,2006,0,0.009166489,-0.092860686
4273,2006,2005,0,-0.003270701,-0.040817161
4274,2006,2005,0,0.00713961,-0.056038235
4279,2006,2006,0,0.007318393,-0.030551931
4321,2006,2006,0,0.013436137,0.142982456
4322,2006,2005,0,-0.077426441,-0.060965902
4340,2006,2006,0,0.003600865,-0.049490326
4341,2006,2006,0,0.070356116,-0.010940046
4352,2006,2006,0,-0.012748254,0.160373171
4367,2006,2006,0,0.006359179,0.032399986
4390,2006,2005,0,0.012011597,0.118101444
4418,2006,2006,0,-0.12173964,-0.051489133
4423,2006,2006,0,0.006990236,0.082960847
4439,2006,2006,0,0.016130371,-0.108703561
4460,2006,2006,0,-0.001169213,0.093307577
4462,2006,2006,0,0.03753411,-0.132921987
4476,2006,2005,0,0.003700923,0.112295471
4494,2006,2006,0,0.001465436,-0.001117556
4496,2006,2006,0,-0.046503771,-0.135349165
4497,2006,2006,0,0.073525041,-0.030084865
4498,2006,2006,0,0.004483239,-0.287230695
4503,2006,2006,0,0.019091275,0.013804126
4510,2006,2006,0,0.013970756,-0.050977234
4515,2006,2006,0,0.002553131,-0.053690624
4523,2006,2005,0,-0.010752399,-0.311623604
4560,2006,2006,0,0.014049628,0.107265966
4598,2006,2005,0,0.010131562,0.153924757
4608,2006,2006,0,-0.005972396,0.085886307
4611,2006,2005,0,0.010821494,0.052484906
4622,2006,2006,0,0.000211019,-0.093773689
4645,2006,2006,0,-0.022697486,-0.21729741
4768,2006,2005,0,0.044187102,-0.028415201
4771,2006,2006,0,-0.001695045,-0.033245976
4790,2006,2006,0,0.03053602,0.037792424
4802,2006,2006,0,0.024956698,-0.013366138
4809,2006,2006,0,0.005967788,-0.017760432
4818,2006,2006,0,0.014361177,0.107715859
4839,2006,2006,0,0.047609441,-0.06349933
4843,2006,2005,0,-0.006359618,-0.129086125
4844,2006,2006,0,-0.022663057,0.047316326
4860,2006,2006,0,0.023002155,0.151298107
4881,2006,2006,0,0.00119199,0.092669121
4926,2006,2006,0,0.021127474,0.087285712
4936,2006,2006,0,0.002368585,-0.02507773
4941,2006,2006,0,0.014556927,0.013295164
4988,2006,2006,0,0.000204627,-0.031387576
4990,2006,2005,0,0.002735156,-0.152405508
5018,2006,2006,0,0.094425939,-0.038953434
5020,2006,2006,0,0.037654515,0.031627424
5046,2006,2006,0,0.008105924,-0.051517984
5047,2006,2006,0,0.000739523,-0.083351521
5071,2006,2005,0,0.015523935,0.034294642
5074,2006,2006,0,0.011327745,0.04013905
5087,2006,2006,0,0.007204866,0.03804206
5109,2006,2005,0,0.01320068,0.183792489
5116,2006,2006,0,0.010669312,0.087079504
5125,2006,2006,0,0.00192559,-0.021699034
5179,2006,2006,0,-0.007083017,-0.089622678
5187,2006,2006,0,5.37E-05,-0.017843053
5237,2006,2006,0,0.015705759,-0.075541031
5252,2006,2006,0,0.014838304,-0.078626349
5256,2006,2006,0,0.004049285,-0.008985358
5301,2006,2005,0,-0.03053828,-0.164616902
5338,2006,2006,0,0.027129784,0.204042447
5379,2006,2006,0,0.049039144,0.183594852
5439,2006,2006,0,0.00960211,-0.089709781
5458,2006,2005,0,-0.059772462,-0.297589695
5476,2006,2006,0,-0.02169924,-0.126133592
5492,2006,2006,0,0.015143031,0.175106411
5496,2006,2006,0,0.022016525,0.182529513
5505,2006,2006,0,-0.034993138,-0.339227576
5518,2006,2006,0,0.002080672,0.136598882
5539,2006,2006,0,0.014273852,0.122315848
5559,2006,2006,0,0.01667935,0.05812082
5560,2006,2006,0,-0.018892331,0.111961168
5567,2006,2006,0,0.012109484,0.258423736
5572,2006,2005,0,-0.019660354,-0.090156726
5581,2006,2006,0,0.023532802,0.051294415
5594,2006,2006,0,-0.018826431,-0.266061434
5597,2006,2006,0,-0.021592733,-0.0662453
5606,2006,2006,0,0.014886371,0.074928741
5608,2006,2006,0,0.012682513,0.076032082
5639,2006,2006,0,0.026334159,0.233897707
5643,2006,2006,0,0.00421483,0.094320857
5667,2006,2006,0,0.062514663,0.105407682
5671,2006,2006,0,0.009626078,0.021013924
5680,2006,2005,0,0.010777866,0.070165983
5690,2006,2006,0,0.002832417,-0.1593913
5697,2006,2006,0,-0.063733913,0.137597248
5709,2006,2006,0,0.007033975,0.017593872
5750,2006,2006,0,-0.092977047,-0.012277346
5774,2006,2005,0,0.006770986,-0.011449762
5783,2006,2006,0,0.004933981,-0.018247515
5788,2006,2006,0,-0.007413604,0.091783136
5791,2006,2006,0,0.005898028,-0.366766778
5792,2006,2006,0,-0.055801615,-0.189369862
5824,2006,2006,0,-0.007081127,-0.083133251
5841,2006,2006,0,0.029306017,0.106800207
5860,2006,2006,0,0.002569096,0.073672799
5878,2006,2006,0,0.004375918,0.050073887
5903,2006,2006,0,-0.058662415,-0.106812167
5959,2006,2006,0,0.001825955,-0.063165656
5968,2006,2006,0,-0.026622633,-0.024621887
5973,2006,2006,0,-0.0091905,-0.175173094
5978,2006,2006,0,-0.002788277,-0.369848959
5980,2006,2006,0,-0.099268563,0.343833789
5987,2006,2006,0,-0.029876776,-0.03470639
6003,2006,2005,0,0.00532257,0.177517152
6008,2006,2006,0,0.010323478,-0.126577541
6020,2006,2006,0,0.007856451,0.039705793
6025,2006,2006,0,0.005068202,0.083184475
6034,2006,2006,0,-0.003457079,0.029990461
